,step,type,branch,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,Acct type,Date of transaction,Time of day,isFraud
6480,6,CASH_OUT,Filipinas,160356.26,C434699861,66003.63,0,C1167066016,415997.04,576353.3,18,0,Savings,19/1/2018,Afternoon,0
6481,6,TRANSFER,Kazajistan,125968.11,C1836824012,308459,182490.89,C1471633238,31249.82,157217.94,6,0,Savings,25/1/2018,Night,0
6482,6,PAYMENT,Iran,10695.07,C1969357009,51425,40729.93,M956958624,0,0,7,0,Current,3/1/2018,Night,0
6483,6,PAYMENT,Banglades,31153.57,C1733184642,2158,0,M1462452338,0,0,11,0,Savings,5/1/2018,Afternoon,0
6484,6,PAYMENT,Nueva Zelanda,27652.32,C841660110,12354,0,M1534365740,0,0,10,0,Savings,7/1/2018,Morning,0
6485,6,PAYMENT,Australia,9325.19,C1313602972,51636,42310.81,M1139678455,0,0,7,0,Savings,6/1/2018,Afternoon,0
6486,6,PAYMENT,Pakistan,7135.37,C613764738,42310.81,35175.44,M1528782796,0,0,12,0,Savings,6/1/2018,Afternoon,0
6487,6,PAYMENT,Iran,5057.25,C1244266030,35175.44,30118.19,M2031311416,0,0,18,0,Savings,8/1/2018,Night,0
6488,6,PAYMENT,Banglades,12327.31,C2013063878,30118.19,17790.89,M1446787786,0,0,1,0,Current,9/1/2018,Morning,0
6489,6,PAYMENT,India,30168.17,C1407280813,17790.89,0,M817902707,0,0,4,0,Savings,10/1/2018,Afternoon,0
6490,6,PAYMENT,Turquia,19150.12,C553276023,0,0,M396875464,0,0,16,0,Current,11/1/2018,Morning,0
6491,6,PAYMENT,Australia,42621.98,C1328225951,0,0,M2130299045,0,0,6,0,Savings,12/1/2018,Morning,0
6492,6,PAYMENT,Australia,34594.65,C207766759,0,0,M635097653,0,0,16,0,Savings,13/1/2018,Night,0
6493,6,PAYMENT,China,4044.24,C848490487,0,0,M43951584,0,0,20,0,Savings,16/1/2018,Morning,0
6494,6,PAYMENT,China,5372.6,C474324008,0,0,M1878900463,0,0,15,0,Savings,19/1/2018,Morning,0
6495,6,PAYMENT,Indonesia,12897.36,C1244989872,0,0,M1030952115,0,0,20,0,Savings,25/1/2018,Night,0
6496,6,PAYMENT,Indonesia,16721.01,C224885737,0,0,M267368044,0,0,19,0,Savings,3/1/2018,Night,0
6497,6,PAYMENT,India,9282.6,C1836406440,0,0,M1216741689,0,0,18,0,Savings,5/1/2018,Afternoon,0
6498,6,PAYMENT,India,7887.71,C2114487283,0,0,M212207240,0,0,7,0,Savings,7/1/2018,Morning,0
6499,6,PAYMENT,Arabia Saudi,487.15,C1268892066,0,0,M861310502,0,0,2,0,Savings,6/1/2018,Night,0
6500,6,PAYMENT,Australia,2400.47,C159089828,0,0,M894783813,0,0,13,0,Current,6/1/2018,Night,0
6501,6,PAYMENT,Banglades,7131.82,C1891383964,0,0,M1998372115,0,0,4,0,Savings,8/1/2018,Afternoon,0
6502,6,PAYMENT,Arabia Saudi,9690.19,C580340208,0,0,M1029176222,0,0,11,0,Savings,9/1/2018,Afternoon,0
6503,6,PAYMENT,Tailandia,30632.31,C741236338,0,0,M1044945601,0,0,6,0,Current,10/1/2018,Afternoon,0
6504,6,PAYMENT,Indonesia,476.55,C646482993,0,0,M604047477,0,0,12,0,Savings,11/1/2018,Afternoon,0
6505,6,PAYMENT,Iran,3627.87,C2046959433,0,0,M15076442,0,0,19,0,Current,12/1/2018,Afternoon,0
6506,6,PAYMENT,Filipinas,1016.37,C1651372403,0,0,M1308823531,0,0,10,0,Current,13/1/2018,Afternoon,0
6507,6,PAYMENT,China,11654.37,C605141301,0,0,M338027825,0,0,7,0,Current,16/1/2018,Night,0
6508,6,PAYMENT,Iran,3450.71,C424573103,0,0,M1340362810,0,0,15,0,Savings,19/1/2018,Night,0
6509,6,PAYMENT,China,15085.17,C1721073890,18486,3400.83,M1562570092,0,0,5,0,Savings,25/1/2018,Afternoon,0
6510,6,DEBIT,India,4747.29,C935558503,233699.22,228951.93,C146305349,199922.16,305398.63,18,0,Savings,3/1/2018,Morning,0
6511,6,CASH_OUT,India,200910.66,C1514901029,228951.93,28041.27,C214774813,15700000,15900000,12,0,Savings,5/1/2018,Afternoon,0
6512,6,PAYMENT,Turquia,8096.68,C269715230,327660.62,319563.94,M1519407613,0,0,4,0,Savings,7/1/2018,Afternoon,0
6513,6,CASH_OUT,Turquia,56195.07,C1981036429,319563.94,263368.87,C421163163,81993.37,138188.44,15,0,Savings,6/1/2018,Night,0
6514,6,CASH_OUT,Indonesia,165777.06,C1881716172,263368.87,97591.82,C403147759,259992.93,425769.98,3,0,Savings,6/1/2018,Morning,0
6515,6,CASH_OUT,China,361748.99,C2081421216,97591.82,0,C728526866,4927792.23,4923997,20,0,Current,8/1/2018,Afternoon,0
6516,6,CASH_OUT,China,381343.16,C617107045,0,0,C2083562754,4931288,5312631.16,10,0,Savings,9/1/2018,Morning,0
6517,6,CASH_OUT,Japon,206187.66,C1933032750,0,0,C248609774,6533528.37,6739716.03,17,0,Current,10/1/2018,Morning,0
6518,6,CASH_OUT,Australia,419260.55,C1174724689,0,0,C453211571,5531173.1,5950433.65,5,0,Savings,11/1/2018,Night,0
6519,6,CASH_OUT,Estados Unidos,340369.3,C1161149894,0,0,C1504109395,2665605.02,2554285.76,6,0,Current,12/1/2018,Morning,0
6520,6,CASH_OUT,Estados Unidos,9300.22,C602433635,0,0,C1165398731,19926,29226.22,9,0,Savings,13/1/2018,Morning,0
6521,6,CASH_OUT,Estados Unidos,180572.73,C1845002237,0,0,C1085479446,384956.34,565529.07,3,0,Savings,16/1/2018,Night,0
6522,6,CASH_OUT,Estados Unidos,62959.29,C203361403,0,0,C1568059495,74584.25,137543.54,7,0,Savings,19/1/2018,Night,0
6523,6,CASH_OUT,Estados Unidos,267379.89,C1680628659,0,0,C798678484,1002907.58,1270287.47,4,0,Current,25/1/2018,Morning,0
6524,6,CASH_OUT,Estados Unidos,178505.6,C82287653,0,0,C787033725,397152.99,575658.59,19,0,Current,3/1/2018,Morning,0
6525,6,CASH_OUT,Estados Unidos,54933.79,C718150867,0,0,C1746150957,124138.98,179072.77,19,0,Savings,5/1/2018,Morning,0
6526,6,CASH_OUT,Estados Unidos,184679.97,C1581687077,0,0,C621014131,225055.89,409735.86,7,0,Savings,7/1/2018,Afternoon,0
6527,6,CASH_OUT,Estados Unidos,100729.18,C1479645341,0,0,C146305349,204669.46,305398.63,20,0,Savings,6/1/2018,Morning,0
6528,6,CASH_OUT,Estados Unidos,116951.71,C1619996938,0,0,C1674899618,6162726.24,6279677.95,19,0,Savings,6/1/2018,Morning,0
6529,6,PAYMENT,Estados Unidos,2555.12,C981307724,5062,2506.88,M1364803759,0,0,8,0,Savings,8/1/2018,Night,0
6530,6,PAYMENT,Estados Unidos,7350.01,C100196201,2506.88,0,M484878781,0,0,11,0,Savings,9/1/2018,Morning,0
6531,6,PAYMENT,Estados Unidos,13709.48,C1246215324,895,0,M1359003971,0,0,13,0,Current,10/1/2018,Morning,0
6532,6,PAYMENT,Estados Unidos,8808.05,C306204573,59758,50949.95,M994228009,0,0,12,0,Savings,11/1/2018,Night,0
6533,6,PAYMENT,Estados Unidos,9183.25,C1276530561,11539.84,2356.59,M466322841,0,0,7,0,Current,12/1/2018,Night,0
6534,6,CASH_OUT,Estados Unidos,533164.85,C191307226,2356.59,0,C1880332929,10900000,11400000,11,0,Savings,13/1/2018,Afternoon,0
6535,6,PAYMENT,Estados Unidos,3169.28,C632424544,41661,38491.72,M1537618192,0,0,20,0,Savings,16/1/2018,Afternoon,0
6536,6,PAYMENT,Estados Unidos,12371.83,C470188208,881,0,M792516391,0,0,1,0,Savings,19/1/2018,Morning,0
6537,6,PAYMENT,Estados Unidos,5047.89,C452471720,23582,18534.11,M1883027286,0,0,2,0,Savings,25/1/2018,Night,0
6538,6,PAYMENT,Estados Unidos,21100.42,C1486334689,31680,10579.58,M299617083,0,0,2,0,Savings,3/1/2018,Night,0
6539,6,TRANSFER,Estados Unidos,351690.17,C1252333507,25285,0,C1519216494,0,351690.17,13,0,Current,5/1/2018,Afternoon,0
6540,6,PAYMENT,Estados Unidos,10953.04,C1597415366,2841,0,M974386787,0,0,16,0,Savings,7/1/2018,Afternoon,0
6541,6,PAYMENT,Estados Unidos,26164.54,C1977511945,99539,73374.46,M396851838,0,0,10,0,Current,6/1/2018,Afternoon,0
6542,6,PAYMENT,Estados Unidos,1895.14,C2089029603,39657,37761.86,M1493257982,0,0,3,0,Current,6/1/2018,Afternoon,0
6543,6,PAYMENT,Estados Unidos,7019.85,C1599677423,0,0,M1937889008,0,0,12,0,Current,8/1/2018,Morning,0
6544,6,CASH_IN,Nigeria,204371.41,C791028852,0,204371.41,C1916720513,6964920.17,6760548.76,4,0,Current,9/1/2018,Afternoon,0
6545,6,CASH_IN,Nigeria,72770.85,C2080635344,204371.41,277142.26,C466505482,82208.35,9437.5,10,0,Current,10/1/2018,Afternoon,0
6546,6,CASH_IN,Argelia,171495.96,C1792277476,277142.26,448638.22,C991363637,7698060.85,7526564.89,9,0,Current,11/1/2018,Afternoon,0
6547,6,CASH_IN,Argelia,359532.76,C387487256,448638.22,808170.99,C985934102,2730105.73,2941514.43,7,0,Current,12/1/2018,Night,0
6548,6,CASH_IN,Nigeria,430086.7,C159581451,808170.99,1238257.69,C1023714065,3646474.41,3216387.7,6,0,Current,13/1/2018,Night,0
6549,6,CASH_IN,SudAfrica,346727.71,C1789767826,1238257.69,1584985.4,C451111351,5000964.86,4654237.15,14,0,Savings,16/1/2018,Afternoon,0
6550,6,CASH_IN,Nigeria,261519.42,C525630200,1584985.4,1846504.82,C193864812,564450.86,302931.44,7,0,Savings,19/1/2018,Morning,0
6551,6,CASH_IN,Republica Democratica del Congo,135807.95,C1286571868,1846504.82,1982312.78,C932583850,6860165.35,6724357.4,15,0,Current,25/1/2018,Morning,0
6552,6,CASH_IN,Republica Democratica del Congo,330293.92,C1561688223,1982312.78,2312606.69,C1303868418,3615008.01,3284714.1,5,0,Current,3/1/2018,Morning,0
6553,6,CASH_IN,Nigeria,54182.33,C1522236047,2312606.69,2366789.02,C295372946,368444.96,314262.63,13,0,Savings,5/1/2018,Night,0
6554,6,CASH_IN,Reino Unido,451688.56,C1719949466,2366789.02,2818477.59,C1504109395,3005974.32,2554285.76,9,0,Savings,7/1/2018,Night,0
6555,6,CASH_IN,Alemania,181483.46,C1445045873,2818477.59,2999961.05,C1782113663,1658841.81,1477358.35,4,0,Savings,6/1/2018,Afternoon,0
6556,6,CASH_IN,Francia,163607.02,C537329066,2999961.05,3163568.06,C728526866,5289541.23,4923997,3,0,Current,6/1/2018,Afternoon,0
6557,6,CASH_IN,Alemania,184347.18,C560497703,3163568.06,3347915.25,C1477979030,9297978.18,9113630.99,9,0,Current,8/1/2018,Morning,0
6558,6,CASH_IN,Italia,90264.51,C1701599256,3347915.25,3438179.76,C154319946,101322.55,11058.04,7,0,Current,9/1/2018,Night,0
6559,6,CASH_IN,Italia,14574.01,C1042643178,3438179.76,3452753.76,C484258212,44361,29786.99,19,0,Savings,10/1/2018,Night,0
6560,6,CASH_IN,Polonia,201937.2,C693709097,3452753.76,3654690.97,C728526866,5125934.21,4923997,18,0,Savings,11/1/2018,Night,0
6561,6,PAYMENT,Reino Unido,2871.18,C1291180441,11273,8401.82,M1272902791,0,0,15,0,Current,12/1/2018,Afternoon,0
6562,6,TRANSFER,Ucrania,179341.27,C1588148030,36003,0,C292665982,0,179341.27,9,0,Savings,13/1/2018,Afternoon,0
6563,6,PAYMENT,Italia,12135.69,C1046044067,0,0,M1543664352,0,0,20,0,Savings,16/1/2018,Night,0
6564,6,PAYMENT,Italia,12989.69,C1623510827,866,0,M2000880842,0,0,6,0,Savings,19/1/2018,Morning,0
6565,6,PAYMENT,Alemania,19642.29,C50592708,10270,0,M1289292854,0,0,20,0,Current,25/1/2018,Afternoon,0
6566,6,PAYMENT,Reino Unido,5017.33,C178405137,0,0,M1705512923,0,0,12,0,Savings,3/1/2018,Night,0
6567,6,PAYMENT,Italia,13498.44,C2045314417,21247,7748.56,M2102730438,0,0,9,0,Current,5/1/2018,Afternoon,0
6568,6,PAYMENT,Italia,12742.65,C1712647370,30925,18182.35,M1139273988,0,0,16,0,Savings,7/1/2018,Night,0
6569,6,PAYMENT,Alemania,16200.08,C1922344580,102920,86719.92,M660743486,0,0,9,0,Current,6/1/2018,Night,0
6570,6,PAYMENT,Italia,10353.67,C1716645796,1125,0,M448945595,0,0,18,0,Savings,6/1/2018,Afternoon,0
6571,6,PAYMENT,Francia,2615.73,C1303734497,20769,18153.27,M2076770236,0,0,6,0,Current,8/1/2018,Morning,0
6572,6,CASH_OUT,Alemania,274406.81,C302846894,18153.27,0,C1721246982,1240965.79,1515372.59,14,0,Savings,9/1/2018,Night,0
6573,6,PAYMENT,Italia,2607.64,C447392721,92756,90148.36,M2092841477,0,0,3,0,Savings,10/1/2018,Morning,0
6574,6,CASH_OUT,Francia,570941.46,C1085738801,90148.36,0,C985934102,2370572.96,2941514.43,6,0,Savings,11/1/2018,Night,0
6575,6,PAYMENT,Italia,21404.44,C987620586,116,0,M1969632323,0,0,14,0,Savings,12/1/2018,Morning,0
6576,6,PAYMENT,Italia,15889.95,C2013611768,647,0,M11731022,0,0,13,0,Current,13/1/2018,Afternoon,0
6577,6,PAYMENT,Noruega,10310.77,C1436306950,10462,151.23,M287096026,0,0,20,0,Savings,16/1/2018,Morning,0
6578,6,CASH_OUT,Lituania,308384.4,C1132206727,151.23,0,C836514715,410224.95,718609.35,20,0,Savings,19/1/2018,Morning,0
6579,6,PAYMENT,Alemania,13268.13,C1532347350,82786,69517.87,M1821268676,0,0,9,0,Current,25/1/2018,Night,0
6580,6,PAYMENT,Espana,980.14,C402702819,50360,49379.86,M998983750,0,0,17,0,Savings,3/1/2018,Morning,0
6581,6,CASH_OUT,Alemania,84326.18,C1312126866,49379.86,0,C202149782,127637.01,211963.2,1,0,Savings,5/1/2018,Morning,0
6582,6,CASH_OUT,Italia,261488.06,C1349733610,0,0,C1850180796,331525.89,593013.95,20,0,Savings,7/1/2018,Night,0
6583,6,TRANSFER,Francia,216422,C666642000,216422,0,C1315078366,0,0,12,0,Savings,6/1/2018,Night,1
6584,6,CASH_OUT,Polonia,216422,C1547714604,216422,0,C7881234,10097,48630.5,6,0,Savings,6/1/2018,Afternoon,1
6585,6,PAYMENT,Reino Unido,9584.44,C428156140,22090.43,12505.98,M1591387506,0,0,7,0,Savings,8/1/2018,Afternoon,0
6586,6,CASH_OUT,Italia,122380.82,C412255839,12505.98,0,C991505714,1924870.22,5352935.74,15,0,Savings,9/1/2018,Morning,0
6587,6,CASH_OUT,Francia,65938.21,C1175319617,0,0,C517653428,100329,169554.94,7,0,Current,10/1/2018,Night,0
6588,6,CASH_OUT,Paises Bajos,142435.75,C1981749800,0,0,C1321128627,169235,0,15,0,Current,11/1/2018,Night,0
6589,6,CASH_OUT,Francia,86821.76,C2103820460,0,0,C1022680775,100540.36,71835.64,20,0,Savings,12/1/2018,Afternoon,0
6590,6,CASH_OUT,Francia,85074.07,C1909002529,0,0,C542766981,124897,43655.86,20,0,Current,13/1/2018,Afternoon,0
6591,6,CASH_OUT,Espana,21696.81,C1481591973,0,0,C1005928818,63657.88,0,10,0,Savings,16/1/2018,Morning,0
6592,6,CASH_OUT,Alemania,206666.36,C1452266462,0,0,C146305349,305398.63,631354.92,5,0,Savings,19/1/2018,Night,0
6593,6,CASH_OUT,Italia,15674.27,C96213251,0,0,C1120735174,21119,0,17,0,Savings,25/1/2018,Night,0
6594,6,CASH_OUT,Francia,200095.94,C1019560076,0,0,C1467806809,221496,90640.96,4,0,Savings,3/1/2018,Afternoon,0
6595,6,CASH_OUT,Francia,203376.02,C516753877,0,0,C1789550256,3871016.4,5020386.7,5,0,Savings,5/1/2018,Night,0
6596,6,CASH_OUT,Francia,207796.54,C921975025,0,0,C1632716597,226226.89,59644.87,5,0,Savings,7/1/2018,Night,0
6597,6,PAYMENT,Lituania,10854.35,C1399147309,9054,0,M1169338605,0,0,18,0,Savings,6/1/2018,Afternoon,0
6598,6,TRANSFER,Francia,308882.21,C860326447,21996,0,C2011996123,186,1906158.59,20,0,Savings,6/1/2018,Morning,0
6599,6,PAYMENT,Francia,17575.98,C618864390,8512,0,M1562772628,0,0,11,0,Savings,8/1/2018,Afternoon,0
6600,6,PAYMENT,Belgica,20601.02,C222556677,934,0,M47843184,0,0,4,0,Current,9/1/2018,Afternoon,0
6601,6,PAYMENT,Francia,16175.39,C1056781058,54750,38574.61,M1393726189,0,0,15,0,Savings,10/1/2018,Night,0
6602,6,PAYMENT,Guatemala,25594.04,C1095991632,52432,26837.96,M325119885,0,0,6,0,Savings,11/1/2018,Morning,0
6603,6,PAYMENT,Mexico,9766.07,C1154661312,2113,0,M51432525,0,0,13,0,Current,12/1/2018,Afternoon,0
6604,6,PAYMENT,Argentina,779.76,C1586795646,172101,171321.24,M1243354278,0,0,17,0,Savings,13/1/2018,Morning,0
6605,6,PAYMENT,Mexico,22802.84,C465676958,29975,7172.16,M506883855,0,0,11,0,Current,16/1/2018,Morning,0
6606,6,PAYMENT,Guatemala,816.44,C1685798867,7172.16,6355.73,M1315483358,0,0,9,0,Current,19/1/2018,Night,0
6607,6,PAYMENT,Argentina,2181.44,C1483438295,12042,9860.56,M1971858114,0,0,13,0,Current,25/1/2018,Morning,0
6608,6,PAYMENT,Brasil,36774.88,C1219499527,19864,0,M1126522769,0,0,8,0,Savings,3/1/2018,Morning,0
6609,6,PAYMENT,Peru,18278.65,C1082862306,82181,63902.35,M1960957451,0,0,16,0,Savings,5/1/2018,Night,0
6610,6,DEBIT,Uruguay,4599.02,C1009383102,21173,16573.98,C701279123,5008,0,12,0,Savings,7/1/2018,Night,0
6611,6,PAYMENT,Nicaragua,11011.74,C1427763069,145506,134494.26,M1281098502,0,0,17,0,Savings,6/1/2018,Afternoon,0
6612,6,PAYMENT,El Salvador,18541.02,C913818888,36993,18451.98,M1159219582,0,0,6,0,Savings,6/1/2018,Morning,0
6613,6,PAYMENT,Argentina,20385.69,C1608524967,40141,19755.31,M1938311278,0,0,13,0,Savings,8/1/2018,Night,0
6614,6,TRANSFER,Honduras,199873.41,C2078248082,31725,0,C665576141,5954556.4,6465767.14,14,0,Savings,9/1/2018,Night,0
6615,6,CASH_OUT,Honduras,273120.84,C2081126702,0,0,C503195940,658963.55,228783.05,20,0,Current,10/1/2018,Afternoon,0
6616,6,PAYMENT,Honduras,17871.32,C571518740,103399,85527.68,M325732352,0,0,3,0,Savings,11/1/2018,Afternoon,0
6617,6,PAYMENT,Mexico,13836.66,C349629923,33168,19331.34,M858989662,0,0,17,0,Current,12/1/2018,Afternoon,0
6618,6,PAYMENT,Republica Dominicana,25448.45,C343688483,908181,882732.55,M1427580388,0,0,12,0,Savings,13/1/2018,Afternoon,0
6619,6,PAYMENT,Honduras,22547.2,C1980588880,192852,170304.8,M1555478555,0,0,5,0,Current,16/1/2018,Afternoon,0
6620,6,PAYMENT,Guatemala,9555.32,C706067443,30607,21051.68,M1187091280,0,0,16,0,Savings,19/1/2018,Afternoon,0
6621,6,PAYMENT,Mexico,15983.15,C1531670331,30896,14912.85,M852779561,0,0,9,0,Savings,25/1/2018,Night,0
6622,6,CASH_IN,Brasil,283889,C890867107,14912.85,298801.86,C1335946878,582433.46,828787.26,16,0,Savings,3/1/2018,Night,0
6623,6,CASH_IN,Mexico,24492.49,C2131280707,298801.86,323294.35,C1924259657,31680,7187.51,9,0,Current,5/1/2018,Afternoon,0
6624,6,CASH_IN,Republica Dominicana,420269.82,C2142914862,323294.35,743564.17,C2118255842,536621.22,116351.4,5,0,Current,7/1/2018,Morning,0
6625,6,CASH_IN,Colombia,174806.05,C1861138906,743564.17,918370.22,C644345897,277219.24,51153.1,5,0,Savings,6/1/2018,Afternoon,0
6626,6,CASH_IN,Chile,78155.56,C392385841,918370.22,996525.78,C28783325,206428,22121.02,6,0,Savings,6/1/2018,Afternoon,0
6627,6,CASH_IN,Mexico,55503.1,C776506949,996525.78,1052028.88,C1590550415,17800000,18700000,1,0,Savings,8/1/2018,Night,0
6628,6,CASH_IN,Mexico,271184.55,C60182939,1052028.88,1323213.43,C1495761010,519303,1193550.39,3,0,Savings,9/1/2018,Morning,0
6629,6,CASH_IN,Brasil,232498.27,C413993050,1323213.43,1555711.7,C1880332929,11400000,14900000,17,0,Savings,10/1/2018,Afternoon,0
6630,6,CASH_IN,Brasil,357726.65,C367660195,1555711.7,1913438.35,C392292416,4296397.8,3267222.75,9,0,Savings,11/1/2018,Morning,0
6631,6,CASH_IN,Argentina,135998.76,C2134545149,1913438.35,2049437.11,C1519216494,351690.17,31444.7,7,0,Current,12/1/2018,Morning,0
6632,6,CASH_IN,Mexico,153512.92,C1309744648,2049437.11,2202950.03,C1477979030,9113630.99,10800000,16,0,Savings,13/1/2018,Night,0
6633,6,CASH_IN,Mexico,12245.34,C1041117256,2202950.03,2215195.37,C75457651,31469.78,22257.86,15,0,Current,16/1/2018,Morning,0
6634,6,CASH_IN,Honduras,253419.13,C2076486718,2215195.37,2468614.51,C1360913629,273383,2065.61,11,0,Savings,19/1/2018,Morning,0
6635,6,CASH_IN,Colombia,111460.82,C1346532545,2468614.51,2580075.33,C824197891,202786,91325.18,19,0,Savings,25/1/2018,Night,0
6636,6,CASH_IN,Panama,186841.67,C384156063,2580075.33,2766917,C1922859107,629441.42,209838.16,7,0,Savings,3/1/2018,Night,0
6637,6,CASH_IN,Mexico,133663.18,C1495678843,2766917,2900580.18,C655381473,194531.93,11489.91,2,0,Savings,5/1/2018,Morning,0
6638,6,CASH_IN,Indonesia,159689.6,C131976509,2900580.18,3060269.78,C1467806809,421591.94,90640.96,18,0,Savings,7/1/2018,Afternoon,0
6639,6,CASH_IN,Indonesia,561808.58,C1148867963,3060269.78,3622078.36,C453211571,5950433.65,5214288.59,4,0,Current,6/1/2018,Afternoon,0
6640,6,CASH_IN,India,502514.81,C2091617618,3622078.36,4124593.17,C1013700132,1391946.72,1431686.33,6,0,Savings,6/1/2018,Afternoon,0
6641,6,CASH_IN,China,115359.35,C337557595,4124593.17,4239952.52,C1670989986,320843,117034.28,7,0,Savings,8/1/2018,Night,0
6642,6,CASH_IN,India,26531.35,C2101554112,4239952.52,4266483.86,C691404076,26855.87,324.52,5,0,Savings,9/1/2018,Night,0
6643,6,CASH_IN,Vietnam,30416,C1795451038,4266483.86,4296899.87,C232834050,279016,0,11,0,Savings,10/1/2018,Afternoon,0
6644,6,CASH_IN,India,58538.76,C1273346481,4296899.87,4355438.63,C2066777507,701369.74,24156.59,10,0,Savings,11/1/2018,Morning,0
6645,6,CASH_IN,Banglades,41116.29,C718802166,4355438.63,4396554.92,C1946866478,105855,55844.95,10,0,Current,12/1/2018,Morning,0
6646,6,CASH_IN,Indonesia,164197.03,C1310797638,4396554.92,4560751.96,C1909504164,209022,31678.66,16,0,Savings,13/1/2018,Morning,0
6647,6,CASH_IN,Arabia Saudi,308177.51,C103415428,4560751.96,4868929.47,C1331052438,325737,10588.91,1,0,Savings,16/1/2018,Morning,0
6648,6,CASH_IN,Australia,52997.24,C1617422273,4868929.47,4921926.71,C1254893565,206194,0,19,0,Savings,19/1/2018,Morning,0
6649,6,CASH_IN,Australia,103082.13,C179497095,4921926.71,5025008.83,C1916720513,6760548.76,6216828.05,11,0,Savings,25/1/2018,Afternoon,0
6650,6,CASH_IN,Singapur,214086.09,C1303293320,5025008.83,5239094.93,C232834050,248600,0,18,0,Savings,3/1/2018,Morning,0
6651,6,CASH_IN,China,263027.96,C70952807,5239094.93,5502122.89,C1880332929,11200000,14900000,13,0,Current,5/1/2018,Morning,0
6652,6,CASH_IN,Turquia,352360.67,C1530663374,5502122.89,5854483.56,C665576141,6154429.81,6465767.14,7,0,Savings,7/1/2018,Night,0
6653,6,CASH_IN,Japon,224527.63,C1180122366,5854483.56,6079011.19,C1850180796,593013.95,7837942.9,10,0,Savings,6/1/2018,Morning,0
6654,6,CASH_IN,China,249972.42,C2125269841,6079011.19,6328983.6,C1167066016,576353.3,0,10,0,Savings,6/1/2018,Morning,0
6655,6,CASH_IN,Iran,85450.99,C796756604,6328983.6,6414434.59,C749524318,101058,15607.01,6,0,Savings,8/1/2018,Night,0
6656,6,CASH_IN,Banglades,126270.37,C343170108,6414434.59,6540704.96,C1674899618,6279677.95,10000000,12,0,Savings,9/1/2018,Night,0
6657,6,CASH_IN,Indonesia,28526.13,C1807430272,6540704.96,6569231.09,C1979080020,30965,2438.87,3,0,Savings,10/1/2018,Afternoon,0
6658,6,CASH_IN,India,26271.48,C2111462181,6569231.09,6595502.57,C1531812826,41217,0,2,0,Current,11/1/2018,Afternoon,0
6659,6,CASH_IN,Turquia,209758.49,C1043796104,6595502.57,6805261.07,C18996450,796834,31153.91,7,0,Savings,12/1/2018,Morning,0
6660,6,CASH_IN,Irak,202246.61,C143929038,6805261.07,7007507.67,C1515704208,238677,9973139.6,1,0,Current,13/1/2018,Night,0
6661,6,CASH_IN,India,121913.7,C982065774,7007507.67,7129421.37,C1113560279,154563,10982.54,7,0,Savings,16/1/2018,Night,0
6662,6,CASH_IN,Indonesia,134126.72,C354764137,7129421.37,7263548.09,C803116137,15500000,15700000,5,0,Savings,19/1/2018,Afternoon,0
6663,6,CASH_IN,Indonesia,266095.2,C328246293,7263548.09,7529643.29,C985934102,2941514.43,5827219.22,2,0,Savings,25/1/2018,Afternoon,0
6664,6,CASH_IN,India,189896.16,C979049207,7529643.29,7719539.45,C625088521,202016.19,12120.03,12,0,Current,3/1/2018,Afternoon,0
6665,6,CASH_IN,China,49976.72,C1228068224,7719539.45,7769516.16,C1095666481,50902,126315.46,8,0,Savings,5/1/2018,Afternoon,0
6666,6,CASH_IN,Iran,299711.16,C1979961282,7769516.16,8069227.32,C1870252780,8598427.92,10900000,8,0,Savings,7/1/2018,Afternoon,0
6667,6,CASH_IN,Australia,68463.23,C1613065499,8069227.32,8137690.56,C1761291320,173024.37,233350.47,3,0,Savings,6/1/2018,Afternoon,0
6668,6,CASH_IN,Kazajistan,348393.24,C38489930,8137690.56,8486083.8,C503195940,932084.39,228783.05,3,0,Savings,6/1/2018,Night,0
6669,6,CASH_IN,Japon,21666.76,C1569330262,8486083.8,8507750.56,C1113560279,32649.3,10982.54,10,0,Savings,8/1/2018,Night,0
6670,6,CASH_IN,Japon,63588.85,C891268602,8507750.56,8571339.41,C340368210,179592,0,20,0,Current,9/1/2018,Afternoon,0
6671,6,CASH_IN,India,3732.98,C2115589111,8571339.41,8575072.39,C864078397,6292.72,2559.74,15,0,Savings,10/1/2018,Morning,0
6672,6,CASH_IN,Arabia Saudi,51437.6,C653292129,8575072.39,8626510,C481402298,2274476.83,3885428.17,9,0,Current,11/1/2018,Afternoon,0
6673,6,CASH_IN,Indonesia,108259.9,C727050829,8626510,8734769.9,C1554540309,825005,5652054.58,7,0,Savings,12/1/2018,Afternoon,0
6674,6,CASH_IN,Indonesia,138569.74,C1676534432,8734769.9,8873339.64,C1356054329,157635.81,19066.07,18,0,Savings,13/1/2018,Night,0
6675,6,CASH_IN,China,117536.98,C1474270145,8873339.64,8990876.62,C40075281,308076.14,1674676.75,16,0,Savings,16/1/2018,Morning,0
6676,6,CASH_IN,Australia,29516.52,C1922662433,8990876.62,9020393.13,C1083142315,199110,141673.25,17,0,Savings,19/1/2018,Afternoon,0
6677,6,CASH_IN,Australia,20261.63,C1981418429,9020393.13,9040654.76,C629598328,20862,0,5,0,Savings,25/1/2018,Morning,0
